message_id,datetime,residence_id,text,text_clean,channel,has_media,language,language_confidence
MSG_LFYO1750CEHL,2026-01-12 13:20:33,RES_CASA_OASIS,Coupure d’électricité dans les parties communes ça devient dangereux. Escaliers dans le noir. 🙏,coupure d'électricité dans les parties communes ça devient dangereux. escaliers dans le noir.,whatsapp,0,fr,0.8526105340533906
MSG_TZ91X70FQLDB,2026-01-01 13:29:38,RES_CASA_OASIS,Je n’ai pas reçu la quittance / facture. Merci de me la transmettre.,je n'ai pas reçu la quittance facture. merci de me la transmettre.,whatsapp,0,fr,0.8522576500712766
MSG_UOVW1N6KVPUC,2025-12-25 03:36:55,RES_FES_ANDALOUS,🚨 Inondation majeure au cage d’escalier A : l’eau monte vite et l’eau arrive chez plusieurs voisins. Urgent !!,inondation majeure au cage d'escalier a l'eau monte vite et l'eau arrive chez plusieurs voisins. urgent !!,whatsapp,0,fr,0.8611467175326125
MSG_SX43WFSQG8X8,2026-01-12 19:19:20,RES_FES_ZAYTUNA,C’est quoi la procédure pour réserver la salle polyvalente ?,c'est quoi la procédure pour réserver la salle polyvalente ?,whatsapp,0,fr,0.8630724869423886
MSG_K585X8A5FBUO,2026-01-15 21:54:48,RES_FES_ATLAS,Je n’ai pas reçu la quittance / facture. Merci de me la transmettre. !!,je n'ai pas reçu la quittance facture. merci de me la transmettre. !!,whatsapp,0,fr,0.8512888527003963
MSG_6H0W064W3U1H,2025-12-22 02:42:27,RES_CASA_OASIS,À quelle heure passe l’agent de nettoyage normalement ?,à quelle heure passe l'agent de nettoyage normalement ?,whatsapp,0,fr,0.8497868296956975
MSG_T9MOGE4QXXVA,2026-01-05 12:33:58,RES_FES_ANDALOUS,"ri7a dyal gaz f lhall, hadi khatira بزاف!",ri7a dyal gaz f lhall hadi khatira بزاف!,whatsapp,0,mixed,0.8631628680171801
MSG_OXIE0RNUJJQ9,2026-01-03 04:43:16,RES_RABAT_RIHAB,Coupure d’électricité dans les parties communes et l’eau arrive chez plusieurs voisins. Escaliers dans le noir.,coupure d'électricité dans les parties communes et l'eau arrive chez plusieurs voisins. escaliers dans le noir.,whatsapp,0,fr,0.8647028805994852
MSG_SFFCXHGNZEI3,2025-12-25 20:02:56,RES_CASA_MARINA,C’est quoi la procédure pour réserver la salle polyvalente ? merci,c'est quoi la procédure pour réserver la salle polyvalente ? merci,whatsapp,0,fr,0.863438944961263
MSG_5J2O7S3KKV9R,2025-12-27 13:07:34,RES_CASA_MARINA,🚨 Inondation majeure au couloir du 3e : l’eau monte vite ça devient dangereux. Urgent !!,inondation majeure au couloir du 3e l'eau monte vite ça devient dangereux. urgent !!,whatsapp,0,fr,0.8489316166273898
MSG_RUJOQW5DSK7N,2026-01-13 00:36:46,RES_FES_ZAYTUNA,Bruit excessif chez les voisins du G-07 (musique/soirée) et il y a des enfants. Merci d’intervenir.,bruit excessif chez les voisins du g-07 musique soirée et il y a des enfants. merci d'intervenir.,whatsapp,0,fr,0.8433962586221379
MSG_MRLRMJKV5USG,2026-01-01 01:12:00,RES_RABAT_RIHAB,🚨 Agression / bagarre au local technique depuis ce matin. Merci d’envoyer la sécurité / prévenir les autorités. 🙏,agression bagarre au local technique depuis ce matin. merci d'envoyer la sécurité prévenir les autorités.,whatsapp,0,fr,0.8390765362917222
MSG_X5WVFGYW6ZBN,2025-12-31 20:44:33,RES_CASA_MARINA,Fuite importante au local technique ça devient dangereux. Ça coule en continu.,fuite importante au local technique ça devient dangereux. ça coule en continu.,whatsapp,0,fr,0.8345525260168873
MSG_D7OI0PESGBM6,2026-01-12 10:45:37,RES_CASA_MARINA,À quelle heure passe l’agent de nettoyage normalement ?,à quelle heure passe l'agent de nettoyage normalement ?,whatsapp,0,fr,0.8497868296956975
MSG_TKKFZZGNI92I,2026-01-13 07:34:38,RES_FES_ATLAS,"bghit attestation dyal sakan, chno khassni ndir؟",bghit attestation dyal sakan chno khassni ndir؟,whatsapp,0,mixed,0.8877366874288799
MSG_H3FVL03DUT4S,2025-12-20 22:24:17,RES_RABAT_RIHAB,"bghit attestation dyal sakan, chno khassni ndir؟",bghit attestation dyal sakan chno khassni ndir؟,whatsapp,0,mixed,0.8877366874288799
MSG_N7H9G1A07H23,2025-12-23 16:34:32,RES_CASA_MARINA,Réclamation propreté : toit sale depuis ce matin avec des étincelles. merci,réclamation propreté toit sale depuis ce matin avec des étincelles. merci,whatsapp,0,fr,0.8456451596067092
MSG_R5RDNPX2I9TA,2026-01-07 21:38:33,RES_RABAT_RIHAB,Les poubelles débordent et il y a des enfants. Merci de programmer un passage. merci,les poubelles débordent et il y a des enfants. merci de programmer un passage. merci,whatsapp,0,fr,0.8573549984705285
MSG_2KUUOYC3RWQM,2026-01-06 20:33:04,RES_FES_ZAYTUNA,Je n’ai pas reçu la quittance / facture. Merci de me la transmettre.,je n'ai pas reçu la quittance facture. merci de me la transmettre.,whatsapp,0,fr,0.8522576500712766
MSG_6TXKI3OQYFOQ,2026-01-05 20:21:11,RES_CASA_OASIS,La porte du garage est bloquée depuis depuis 2h. Impossible d’entrer/sortir et personne ne répond.,la porte du garage est bloquée depuis depuis 2h. impossible d'entrer sortir et personne ne répond.,whatsapp,0,fr,0.8587270076282009
MSG_AJ1G1R1DWWO8,2026-01-07 22:35:45,RES_FES_ATLAS,"kayn sda3 kbir 3nd jaran f lila, bghina tdkhl",kayn sda3 kbir 3nd jaran f lila bghina tdkhl,whatsapp,0,fr,0.7948583464317008
MSG_FV177UDKTMON,2026-01-12 21:44:50,RES_CASA_OASIS,Bruit excessif chez les voisins du B-05 (musique/soirée) on entend un bruit bizarre. Merci d’intervenir.,bruit excessif chez les voisins du b-05 musique soirée on entend un bruit bizarre. merci d'intervenir.,whatsapp,0,fr,0.8437946648561446
MSG_3MUURMYBD2QE,2025-12-28 00:03:50,RES_CASA_MARINA,Le badge / télécommande ne marche plus et l’eau arrive chez plusieurs voisins. Comment faire ?,le badge télécommande ne marche plus et l'eau arrive chez plusieurs voisins. comment faire ?,whatsapp,0,fr,0.8710199707103593
MSG_ZNQDXAMW2TND,2025-12-28 07:15:17,RES_CASA_MARINA,"Bonjour, je veux une attestation de résidence pour l’école de mon enfant. Quelles sont les étapes ?",bonjour je veux une attestation de résidence pour l'école de mon enfant. quelles sont les étapes ?,whatsapp,0,fr,0.7942868011932132
MSG_8VT43PT5R5RC,2025-12-22 00:27:41,RES_CASA_OASIS,Les poubelles débordent près du tableau électrique. Merci de programmer un passage. svp,les poubelles débordent près du tableau électrique. merci de programmer un passage. svp,whatsapp,0,fr,0.8648371322613837
MSG_5BNN0MCIXDU1,2025-12-26 19:26:00,RES_FES_ATLAS,"lgarage bab ma kayt7ellch, 7abssna",lgarage bab ma kayt7ellch 7abssna,whatsapp,0,darija,0.9120363183469571
MSG_NAM148P0TVHH,2026-01-10 11:47:08,RES_CASA_MARINA,🚨 Inondation majeure au entrée principale : l’eau monte vite et l’eau arrive chez plusieurs voisins. Urgent !!,inondation majeure au entrée principale l'eau monte vite et l'eau arrive chez plusieurs voisins. urgent !!,whatsapp,0,fr,0.8553898006277317
MSG_085RNTDR5XYF,2025-12-23 21:52:39,RES_FES_ATLAS,Quelqu’un est garé sur ma place C-21. Pouvez-vous vérifier près du tableau électrique ? 😟,quelqu'un est garé sur ma place c-21. pouvez-vous vérifier près du tableau électrique ?,whatsapp,0,fr,0.8545398020790951
MSG_MYR06NKWFG3M,2026-01-19 23:29:12,RES_CASA_OASIS,"Bonjour, je veux une attestation de résidence pour le travail. Quelles sont les étapes ?",bonjour je veux une attestation de résidence pour le travail. quelles sont les étapes ?,whatsapp,0,fr,0.7869793404595022
MSG_SDS8B25SQ8CR,2026-01-08 19:55:04,RES_CASA_MARINA,🚨 Ascenseur bloqué avec une dame à l’intérieur au ascenseur B. Panique près du tableau électrique. Faites le nécessaire SVP. merci,ascenseur bloqué avec une dame à l'intérieur au ascenseur b. panique près du tableau électrique. faites le nécessaire svp. merci,whatsapp,0,fr,0.8555294248505297
MSG_BW01PDDHCVSQ,2025-12-20 17:23:36,RES_RABAT_RIHAB,Le badge / télécommande ne marche plus depuis ce matin. Comment faire ? !!,le badge télécommande ne marche plus depuis ce matin. comment faire ? !!,whatsapp,0,fr,0.8631899013558014
MSG_GC5WI6FQJJA2,2026-01-03 07:06:54,RES_RABAT_RIHAB,🚨 Incendie dans le ascenseur B ! Il y a de la fumée et il y a des enfants. Besoin d’intervention immédiate.,incendie dans le ascenseur b ! il y a de la fumée et il y a des enfants. besoin d'intervention immédiate.,whatsapp,0,fr,0.8332051855167376
MSG_N4PTGQ9CVAH7,2026-01-08 15:40:28,RES_CASA_OASIS,Le badge / télécommande ne marche plus près du tableau électrique. Comment faire ?,le badge télécommande ne marche plus près du tableau électrique. comment faire ?,whatsapp,0,fr,0.8696521637179316
MSG_WYMX9DJOYOHA,2025-12-23 15:56:41,RES_FES_ATLAS,À quelle heure passe l’agent de nettoyage normalement ?,à quelle heure passe l'agent de nettoyage normalement ?,whatsapp,0,fr,0.8497868296956975
MSG_QJLUUJMIYQFY,2026-01-04 10:18:56,RES_RABAT_RIHAB,La porte du garage est bloquée depuis ce matin. Impossible d’entrer/sortir avec des étincelles.,la porte du garage est bloquée depuis ce matin. impossible d'entrer sortir avec des étincelles.,whatsapp,0,fr,0.8497998493723635
MSG_5GJLQM5K8P4Q,2026-01-15 12:28:07,RES_FES_ATLAS,🚨 INCENDIE DANS LE HALL B ! IL Y A DE LA FUMÉE ET ÇA SENT FORT. BESOIN D’INTERVENTION IMMÉDIATE.,incendie dans le hall b ! il y a de la fumée et ça sent fort. besoin d'intervention immédiate.,whatsapp,0,fr,0.8174051962099358
MSG_BZ9SVN7N1YBW,2026-01-05 13:53:41,RES_FES_ATLAS,ASCENSEUR EN PANNE DEPUIS DEPUIS 3 JOURS ON ENTEND UN BRUIT BIZARRE. PERSONNES ÂGÉES AU 5E...,ascenseur en panne depuis depuis 3 jours on entend un bruit bizarre. personnes âgées au 5e...,whatsapp,0,fr,0.868809082386082
MSG_5JZ6KF1622VX,2025-12-27 03:01:46,RES_RABAT_RIHAB,Quelqu’un est garé sur ma place D-03. Pouvez-vous vérifier et personne ne répond ?,quelqu'un est garé sur ma place d-03. pouvez-vous vérifier et personne ne répond ?,whatsapp,0,fr,0.8495454517812712
MSG_GABTGDJZ0IFR,2026-01-05 22:21:26,RES_CASA_MARINA,Je n’ai pas reçu la quittance / facture. Merci de me la transmettre.,je n'ai pas reçu la quittance facture. merci de me la transmettre.,whatsapp,0,fr,0.8522576500712766
MSG_ATQYYV37DIA5,2026-01-16 14:05:13,RES_FES_ZAYTUNA,"salam, kayn moshkil f lma f darna, ma kaynch lma mn sbah",salam kayn moshkil f lma f darna ma kaynch lma mn sbah,whatsapp,0,fr,0.7873245106435067
MSG_438TGBCVARLW,2025-12-26 16:01:52,RES_FES_ZAYTUNA,Quelqu’un est garé sur ma place E-14. Pouvez-vous vérifier et ça sent fort ?,quelqu'un est garé sur ma place e-14. pouvez-vous vérifier et ça sent fort ?,whatsapp,0,fr,0.8417302661904318
MSG_5270SQG4EIJ0,2025-12-24 05:16:55,RES_FES_ANDALOUS,"Bonjour, je veux une attestation de résidence pour mon dossier administratif. Quelles sont les étapes ?",bonjour je veux une attestation de résidence pour mon dossier administratif. quelles sont les étapes ?,whatsapp,0,fr,0.7861916677794603
MSG_KBP2QD6VASIF,2026-01-10 04:05:58,RES_FES_ATLAS,Coupure d’électricité dans les parties communes et l’eau arrive chez plusieurs voisins. Escaliers dans le noir.,coupure d'électricité dans les parties communes et l'eau arrive chez plusieurs voisins. escaliers dans le noir.,whatsapp,0,fr,0.8647028805994852
MSG_H55HEWLGJE2A,2025-12-22 08:55:32,RES_CASA_OASIS,À quelle heure passe l’agent de nettoyage normalement ?,à quelle heure passe l'agent de nettoyage normalement ?,whatsapp,0,fr,0.8497868296956975
MSG_BI4O6Q0USWOV,2025-12-23 08:33:53,RES_CASA_MARINA,Réclamation propreté : toit sale depuis depuis 1h on entend un bruit bizarre. 😟,réclamation propreté toit sale depuis depuis 1h on entend un bruit bizarre.,whatsapp,0,fr,0.8435409051287273
MSG_XL9967I6YUJ7,2026-01-02 22:39:29,RES_CASA_OASIS,Coupure d’électricité dans les parties communes et ça sent fort. Escaliers dans le noir. merci,coupure d'électricité dans les parties communes et ça sent fort. escaliers dans le noir. merci,whatsapp,0,fr,0.8508531579658771
MSG_TRFLQBMAE38S,2026-01-13 08:40:54,RES_CASA_MARINA,Le badge / télécommande ne marche plus depuis ce matin. Comment faire ? 😟,le badge télécommande ne marche plus depuis ce matin. comment faire ?,whatsapp,0,fr,0.8650083837683324
MSG_3E4XYF9IGFU8,2025-12-31 14:07:52,RES_CASA_MARINA,Réclamation propreté : entrée principale sale depuis depuis 30 min et personne ne répond.,réclamation propreté entrée principale sale depuis depuis 30 min et personne ne répond.,whatsapp,0,fr,0.849692308323825
MSG_3E4XYF9IGFU77,2025-12-31 14:07:52,FES_TEST,🔥🔥 URGENT : Il y a de la fumée noire qui sort du local poubelles au sous-sol ! L’odeur est très forte et ça pique les yeux 😷,urgent il y a de la fumée noire qui sort du local poubelles au sous-sol ! l'odeur est très forte et ça pique les yeux,whatsapp,0,fr,0.8295856516526534
MSG_3E4zzzzF9IGFU77,2025-12-31 14:07:52,FES_TEST,🚨 Ascenseur bloqué entre deux étages avec une personne à l’intérieur ! Elle panique et ne répond plus 😰,ascenseur bloqué entre deux étages avec une personne à l'intérieur ! elle panique et ne répond plus,whatsapp,0,fr,0.8375570638499195
MSG_3zzzzYYYFU77,2025-12-31 14:07:52,FES_TEST,⚠️ Il y a des étincelles près du tableau électrique dans la cage d’escalier 😟 Des personnes âgées passent par là.,il y a des étincelles près du tableau électrique dans la cage d'escalier des personnes âgées passent par là.,whatsapp,0,fr,0.8610673896782618
